API_COUNTY,API_NUMBER,COUNTY_CODE,SECTION,TOWNSHIP,RANGE,LEASE_NAME,WELL_NUMBER,STATUS,QUARTER4,QUARTER3,QUARTER2,QUARTER1,WELL_TYPE,MAXPRESSURE,MAXRATE,LAST_MIT_DATE,FORMATION,FORMATION_TOP_DEPTH,FORMATION_BOTTOM_DEPTH,PACKERDEPTH,ORDER_NUMBER,LATITUDE,LONGITUDE,OPERATOR#,OPERATOR,STIPULATIONS,                                                                                                       
19,30125,19,4,04S,03W,DHSU                          , 17-36 ,AC,    ,    ,SE  ,SE  ,2R ,600,2000,8/25/11,HOXBAR (HEALDTON SD)                    ,883,1062,839,414704,34.232568,-97.51168,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,21438,19,16,04S,03W,HEALDTON IV UNIT (CI-8)       , 24-8  ,AC,W2  ,E2  ,NE  ,SE  ,2R ,475,2000,4/18/11,HEALDTON SANDS                          ,856,1170,825,426102,34.20718,-97.51113,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
0,0,19,9,04S,03W,HEALDTON                      ,18,PA,    ,NE  ,NE  ,SE  ,2D ,0,110,          ,HEALDTON                                ,898,1122,0,304989,34.222594,-97.51059,99,ARCO OIL AND GAS COMPANY                ,                                                                                       ,
19,20515,19,4,04S,03W,DHSU                          , 9-27  ,AC,    ,NE  ,NE  ,SE  ,2R ,600,3000,6/13/08,HOXBAR (HEALDTON SD)                    ,690,1054,640,417464,34.237102,-97.51059,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20574,19,9,04S,03W,HEALDTON AREA III             , F-5   ,AC,    ,NE  ,SE  ,NE  ,2R ,800,4500,11/22/11,HEALDTON                                ,812,1062,1070,304989,34.226221,-97.51059,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20713,19,9,04S,03W,HEALDTON AREA III             , H-5   ,AC,    ,SE  ,NE  ,SE  ,2R ,600,3500,11/22/11,HEALDTON                                ,888,1119,1001,418956,34.220781,-97.51059,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,5633,19,34,02S,03W,FOX DEESE- SPRINGER UNIT      , 59-4  ,AC,    ,NW  ,SW  ,NW  ,2R ,1700,2850,10/4/11,DEESE                                   ,3290,4065,3215,379280,34.342316,-97.50842,16896,CHAPARRAL ENERGY LLC                    ,                                                                                       ,
19,5645,19,34,02S,03W,FOX DEESE- SPRINGER UNIT      , 69-3  ,PA,    ,NW  ,NW  ,SW  ,2R ,1700,2850,1/13/95,DEESE                                   ,4222,4528,4150,379278,34.33869,-97.50842,913,CHEVRON USA INC                         ,                                                                                       ,
19,20564,19,15,04S,03W,HEALDTON IV UNIT (MC-11)      , 12W-11,AC,    ,NW  ,NW  ,NW  ,2R ,800,2000,12/11/08,HEALDTON                                ,1076,1298,1026,420757,34.215375,-97.5084,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20579,19,10,04S,03W,HEALDTON AREA III             , G-5   ,AC,    ,SW  ,SW  ,NW  ,2R ,700,1400,8/24/07,HEALDTON                                ,886,1070,983,418955,34.224442,-97.5084,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20917,19,3,04S,03W,HEALDTON III                  , 9-17  ,AC,    ,SW  ,SW  ,SW  ,2R ,600,5000,11/22/11,HEALDTON                                ,766,1032,710,420686,34.231696,-97.5084,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,21159,19,15,04S,03W,HEALDTON IV UNIT (CW-16)      , 28-16 ,AC,    ,SW  ,NW  ,SW  ,2R ,1000,1000,3/15/11,HEALDTON                                ,904,1140,853,420680,34.206308,-97.5084,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,21156,19,10,04S,03W,HEALDTON IV UNIT              , 1-17  ,AC,NE  ,SW  ,NW  ,SW  ,2R ,475,2000,8/29/11,HEALDTON                                ,897,1102,867,417128,34.221269,-97.50785,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,21156,19,10,04S,03W,HEALDTON IV UNIT              , 1-17  ,AC,NE  ,SW  ,NW  ,SW  ,2R ,600,2000,8/29/11,HEALDTON SAND                           ,897,1102,867,422932,34.221269,-97.50785,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
49,22874,49,27,01N,03W,NOONER                        , 27-2  ,AC,    ,NE  ,SW  ,SW  ,2D ,500,3000,8/12/11,DEESE                                   ,1850,2000,3963,408585,34.524231,-97.50749,18265,HORTON CHESTER LEE                      ,                                                                                       ,
49,22874,49,27,01N,03W,NOONER                        , 27-2  ,AC,    ,NE  ,SW  ,SW  ,2D ,500,3000,8/12/11,SPRINGER/SIMS                           ,2800,4250,3963,408585,34.524231,-97.50749,18265,HORTON CHESTER LEE                      ,                                                                                       ,
19,23694,19,10,04S,03W,HEALDTON IV UNIT              , 4W-35 ,AC,SW  ,NE  ,SW  ,SW  ,2R ,800,2000,12/8/08,HEALDTON SANDS                          ,998,1162,963,422923,34.218549,-97.50676,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,5634,19,34,02S,03W,FOX DEESE- SPRINGER UNIT      , 62-1A ,AC,    ,SE  ,SW  ,NW  ,2R ,1700,2850,10/5/11,DEESE                                   ,3486,4279,3410,379246,34.340503,-97.50624,16896,CHAPARRAL ENERGY LLC                    ,                                                                                       ,
19,5646,19,34,02S,03W,FOX DEESE- SPRINGER UNIT      , 69-5  ,PA,    ,SE  ,NW  ,SW  ,2R ,1375,1660,          ,DEESE & SPRINGER                        ,3850,5542,3775,355881,34.336876,-97.50624,913,CHEVRON USA INC                         ,                                                                                       ,
19,7179,19,3,04S,03W,HAU                           , 25-1A ,AC,    ,NE  ,SW  ,SW  ,2R ,0,0,11/21/11,ARBUCKLE (LWS CREEK                     ,3936,4040,3916,293379,34.23351,-97.50622,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,9678,19,3,04S,03W,HEALDTON ARBUCKLE UNIT        , 7-1   ,AC,    ,SE  ,NW  ,NW  ,2R ,2000,7000,11/21/11,ARBUCKLE                                ,3856,3888,0,293379,34.242577,-97.50622,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20916,19,3,04S,03W,HEALDTON III                  , 3-38  ,AC,    ,NE  ,SW  ,NW  ,2R ,750,5000,10/25/10,HEALDTON SD                             ,776,1008,735,420689,34.240764,-97.50622,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20922,19,10,04S,03W,HEALDTON AREA III             , 18-37 ,AC,    ,E2  ,SW  ,NW  ,2R ,700,2500,10/25/10,HEALDTON                                ,808,1030,762,420696,34.225349,-97.50622,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20937,19,10,04S,03W,HEALDTON AREA III UNIT        , E-6   ,AC,    ,NE  ,NW  ,NW  ,2R ,600,3500,9/13/12,HEALDTON                                ,716,1058,979,417131,34.229883,-97.50622,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20940,19,10,04S,03W,HEALDTON AREA III UNIT        , F-6   ,AC,    ,SE  ,NW  ,NW  ,2R ,700,2000,8/13/07,1ST HEALDTON                            ,866,1150,1085,418952,34.22807,-97.50622,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20940,19,10,04S,03W,HEALDTON AREA III UNIT        , F-6   ,AC,    ,SE  ,NW  ,NW  ,2R ,700,2000,8/13/07,2ND HEALDTON                            ,982,1150,1085,418952,34.22807,-97.50622,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20565,19,15,04S,03W,HEALDTON IV UNIT (MC-12)      , 12W-12,AC,  SE,SE  ,NW  ,NW  ,2R ,800,1075,12/8/08,HEALDTON                                ,805,1274,743,420681,34.213562,-97.50621,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,23547,19,15,04S,03W,HEALDTON IV UNIT              , 25-30 ,TM,    ,NE  ,NW  ,SW  ,2R ,600,900,          ,HEALRTON                                ,802,1000,770,425693,34.208122,-97.50621,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,20931,19,3,04S,03W,HEALDTON AREA III UNIT        , C-6   ,AC,S2  ,S2  ,S2  ,NW  ,2R ,600,3500,11/22/11,HEALDTON                                ,752,1072,980,417126,34.238497,-97.50513,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,21161,19,15,04S,03W,HEALDTON IV UNIT (CW-18)      , 28W-18,AC,S2  ,S2  ,N2  ,SW  ,2R ,800,1000,12/9/08,HEALDTON                                ,859,1188,816,420685,34.205855,-97.50512,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,23693,19,10,04S,03W,HEALDTON IV UNIT              , 4W-34 ,AC,SW  ,SW  ,NE  ,SW  ,2R ,0,0,9/1/11,                                        ,         ,         ,           ,433872,34.220363,-97.50458,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,5628,19,34,02S,03W,FOX DEESE- SPRINGER UNIT      , 59-1  ,AC,    ,NW  ,SE  ,NW  ,2R ,1700,2850,10/4/11,DEESE                                   ,3278,4006,3200,379281,34.342317,-97.50405,16896,CHAPARRAL ENERGY LLC                    ,                                                                                       ,
19,5640,19,34,02S,03W,FOX DEESE- SPRINGER UNIT      , 69-1  ,PA,    ,NW  ,NE  ,SW  ,2R ,1700,2850,11/9/92,DEESE                                   ,3640,4462,3440,379279,34.33869,-97.50405,913,CHEVRON USA INC                         ,                                                                                       ,
19,20928,19,3,04S,03W,HEALDTON AREA III             , B-6   ,AC,    ,NW  ,SE  ,NW  ,2R ,800,2000,11/22/11,HEALDTON                                ,897,1054,847,420693,34.240764,-97.50404,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,8569,19,10,04S,03W,HEALDTON IV UNIT (JCO-10)     , 2W-10 ,AC, SW ,NW  ,NE  ,SW  ,2R ,700,2000,9/9/11,HEALDTON                                ,862,1165,881,419009,34.222629,-97.50403,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,8574,19,15,04S,03W,HEALDTON IV UNIT              , 27-21A,AC,    ,SW  ,SE  ,SW  ,2D ,800,10000,12/9/08,4TH HEALDTON                            ,1536,1648,1513,400958,34.202682,-97.50403,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,8582,19,10,04S,03W,HEALDTON IV UNIT (CWA-26)     , 4W-26 ,AC,    ,SW  ,NE  ,SW  ,2R ,0,0,12/8/08,                                        ,         ,         ,           ,433873,34.220816,-97.50403,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
19,23695,19,10,04S,03W,HEALDTON IV UNIT              , 4W-36 ,AC,NE  ,SW  ,SE  ,SW  ,2R ,491,2000,11/9/11,HEALDTON SANDS                          ,950,1250,900,414093,34.217643,-97.50349,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
